customer_id,application_id,application_seq,application_date,age,income,loan_amount,loan_term,num_credit_lines,num_delinquencies,utilization_rate,debt_to_income,credit_score,credit_risk,channel_online,channel_branch,prev_fraud_flag,employment_years,savings_balance,recent_transaction_count,default_flag,fraud_flag
2508,3756,2,2022-06-02,47,224196,74135,9,0,0,0.0,0.291,575,4,1,0,0,6,53277,7,0,0
2508,3757,3,2022-09-01,47,244391,97283,11,1,1,0.187,0.267,555,4,0,1,0,6,75289,12,0,0
2509,3758,1,2022-01-01,32,164327,177131,42,10,0,0.671,0.123,635,3,0,1,0,10,188394,3,0,0
2510,3759,1,2022-01-01,63,430268,232012,15,4,0,0.221,0.444,647,3,0,1,0,4,95172,4,0,0
2510,3760,2,2022-07-02,63,511300,259252,22,3,1,0.145,0.577,637,3,0,1,0,4,95997,10,0,0
2511,3761,1,2022-01-01,60,140825,159442,36,5,0,0.284,0.489,753,2,1,0,0,11,36773,3,1,0
2512,3762,1,2022-01-01,69,226618,75183,80,8,1,0.238,0.282,646,3,1,0,0,2,87912,13,0,0
2513,3763,1,2022-01-01,42,307576,97009,37,6,1,1.129,0.369,595,3,1,0,0,6,75148,0,1,0
2514,3764,1,2022-01-01,57,408976,69312,45,1,1,0.0,0.073,708,2,1,0,0,0,15082,18,0,0
2515,3765,1,2022-01-01,58,457143,119710,71,8,3,0.0,0.56,748,2,0,1,0,2,51768,5,0,1
2516,3766,1,2022-01-01,63,307729,39101,47,4,0,0.271,0.106,622,3,1,0,0,0,12254,10,0,0
2516,3767,2,2022-07-02,63,344041,39954,55,3,1,0.405,0.023,630,3,0,1,0,0,11289,19,0,1
2517,3768,1,2022-01-01,45,422356,201746,53,10,1,0.281,0.459,671,3,0,1,0,5,205252,14,0,0
2518,3769,1,2022-01-01,62,184026,63150,38,3,0,0.339,0.388,566,4,1,0,0,11,6640,21,0,1
2519,3770,1,2022-01-01,69,475306,185609,22,8,2,0.326,0.762,657,3,0,1,0,7,82941,8,1,0
2520,3771,1,2022-01-01,53,203031,100279,77,0,1,0.357,0.74,702,2,1,0,0,2,86647,8,0,0
2521,3772,1,2022-01-01,45,471348,243273,45,1,0,0.656,0.669,677,3,1,0,0,7,20992,4,0,0
2522,3773,1,2022-01-01,35,284980,472707,39,10,1,0.305,0.714,593,3,0,1,0,1,66942,14,0,0
2523,3774,1,2022-01-01,33,416918,75018,35,4,0,0.527,0.0,724,2,0,1,0,3,8299,10,1,0
2524,3775,1,2022-01-01,24,324682,67255,22,2,0,0.35,0.177,662,3,0,1,0,3,84209,18,0,0
2524,3776,2,2022-06-02,24,308904,100603,23,3,0,0.239,0.21,622,3,1,0,0,3,121187,16,0,1
2525,3777,1,2022-01-01,43,401546,133425,57,9,0,0.526,0.538,639,3,0,1,0,10,13636,3,0,0
2525,3778,2,2022-06-02,43,404052,134796,55,10,0,0.492,0.46,650,3,0,1,0,10,12998,1,0,0
2525,3779,3,2022-09-01,43,416362,107840,57,11,1,0.601,0.451,665,3,1,0,0,10,10161,4,0,0
2526,3780,1,2022-01-01,44,201142,62727,70,7,0,0.346,0.62,682,3,0,1,0,15,59795,6,0,0
2527,3781,1,2022-01-01,23,186083,98071,21,5,1,0.416,0.388,718,2,0,1,0,11,79145,19,0,0
2527,3782,2,2022-10-01,23,203112,85295,20,5,0,0.398,0.331,725,2,0,1,0,11,162506,9,0,0
2527,3783,3,2023-03-02,24,195188,78188,21,6,0,0.151,0.328,746,2,0,1,0,12,118697,11,0,0
2528,3784,1,2022-01-01,63,221070,127418,15,6,2,0.306,0.033,602,3,0,1,0,1,14765,21,0,0
2528,3785,2,2022-09-01,63,231913,160333,22,5,1,0.187,0.099,588,3,0,1,0,1,6342,9,0,0
2528,3786,3,2023-09-01,64,239413,139799,13,6,1,0.324,0.245,620,3,1,0,0,2,22848,1,0,0
2529,3787,1,2022-01-01,21,281139,47237,15,7,1,0.287,0.338,803,1,1,0,0,2,30581,14,0,0
2529,3788,2,2022-10-01,21,311564,62186,14,5,0,0.44,0.454,786,2,1,0,0,2,33512,11,0,0
2530,3789,1,2022-01-01,34,389089,381225,9,11,2,0.706,0.614,654,3,1,0,0,9,155076,6,0,1
2530,3790,2,2022-10-01,34,417053,438932,12,11,1,0.572,0.817,639,3,1,0,0,9,129275,7,0,0
2531,3791,1,2022-01-01,32,430944,64085,26,2,0,0.438,0.317,699,2,1,0,0,8,136458,14,0,0
2531,3792,2,2022-06-02,32,468843,82179,25,4,0,0.353,0.47,681,3,0,1,0,8,76669,13,0,0
2532,3793,1,2022-01-01,37,208118,31080,65,4,2,0.405,0.269,684,3,1,0,0,4,98185,8,0,0
2532,3794,2,2022-07-02,37,204106,35953,72,3,2,0.186,0.256,685,2,0,1,0,4,88651,10,0,0
2533,3795,1,2022-01-01,64,643014,36198,27,1,1,0.661,0.235,819,1,0,1,0,4,81045,0,0,0
2533,3796,2,2022-06-02,64,723488,50855,28,2,1,0.631,0.132,801,1,1,0,0,4,120045,4,0,1
2534,3797,1,2022-01-01,31,193019,423234,71,8,2,0.663,0.205,689,2,0,1,0,5,248017,0,1,0
2535,3798,1,2022-01-01,44,379870,25995,20,3,0,0.4,0.601,683,3,0,1,0,8,123920,9,1,0
2535,3799,2,2022-11-01,44,350126,33251,21,3,0,0.318,0.403,698,2,1,0,0,8,69897,19,0,0
2535,3800,3,2022-09-01,44,373681,51823,24,5,0,0.41,0.52,712,2,0,1,0,8,68922,14,0,0
2536,3801,1,2022-01-01,50,536505,87147,78,3,1,0.47,0.674,645,3,0,1,0,9,9746,5,0,0
2537,3802,1,2022-01-01,62,413174,107775,67,11,1,0.302,0.454,746,2,0,1,0,11,329891,1,0,0
2537,3803,2,2022-11-01,62,441044,95634,68,11,0,0.314,0.367,731,2,1,0,0,11,256846,0,0,0
2538,3804,1,2022-01-01,60,123733,153938,40,3,0,0.275,0.289,539,4,0,1,0,5,128439,11,0,0
2539,3805,1,2022-01-01,59,425383,154505,76,10,0,0.496,0.637,591,3,0,1,0,7,134629,10,0,0
2540,3806,1,2022-01-01,51,305952,99826,13,11,0,0.755,0.452,606,3,1,0,0,7,13699,3,0,1
2541,3807,1,2022-01-01,58,340097,109807,76,12,1,0.377,0.305,653,3,0,1,0,10,234510,10,1,0
2542,3808,1,2022-01-01,62,270198,60979,51,7,1,0.627,0.303,749,2,0,1,0,3,19762,4,0,0
2543,3809,1,2022-01-01,37,513192,29735,46,4,1,0.211,0.466,686,2,1,0,0,3,23011,18,0,0
2544,3810,1,2022-01-01,51,304979,46411,39,5,1,0.128,0.107,692,2,1,0,0,9,159294,15,0,1
2545,3811,1,2022-01-01,51,564469,414598,28,7,1,0.761,0.046,739,2,1,0,0,3,374282,9,0,0
2546,3812,1,2022-01-01,66,160736,280928,87,3,0,0.402,0.561,719,2,1,0,0,0,235294,8,0,0
2547,3813,1,2022-01-01,61,309419,57063,42,0,2,0.533,0.062,778,2,0,1,0,8,75454,20,0,0
2547,3814,2,2022-06-02,61,329551,70541,33,0,2,0.544,0.04,746,2,1,0,0,8,38864,11,0,0
2547,3815,3,2022-09-01,61,291881,83605,36,0,1,0.379,0.101,782,2,1,0,0,8,44106,9,0,0
2548,3816,1,2022-01-01,29,227531,136312,17,0,0,0.85,0.751,742,2,1,0,0,3,319755,26,0,0
2549,3817,1,2022-01-01,38,293564,126686,78,11,1,0.447,0.327,721,2,1,0,0,6,88899,10,0,0
2550,3818,1,2022-01-01,64,415494,303919,11,7,0,0.0,0.732,663,3,0,1,1,1,464321,7,0,1
2551,3819,1,2022-01-01,58,125991,235808,12,1,0,0.848,0.178,656,3,0,1,0,10,12132,0,0,0
2552,3820,1,2022-01-01,41,698276,81877,58,7,2,0.447,0.121,736,2,1,0,0,8,15145,4,1,0
2553,3821,1,2022-01-01,26,147059,157317,9,8,1,0.448,0.422,640,3,1,0,0,2,213246,8,0,0
2553,3822,2,2022-10-01,26,135171,130901,5,8,1,0.395,0.51,647,3,0,1,0,2,143739,7,0,0
2554,3823,1,2022-01-01,28,1031274,253840,36,5,0,0.269,0.05,751,2,1,0,0,8,130212,0,0,0
2554,3824,2,2022-11-01,28,1107430,373866,39,5,0,0.576,0.0,733,2,0,1,0,8,93048,15,1,0
2554,3825,3,2022-09-01,28,1014646,393938,34,5,0,0.449,0.163,728,2,1,0,0,8,120130,0,0,0
2555,3826,1,2022-01-01,68,179616,62236,69,9,0,0.107,0.402,695,2,1,0,0,12,62133,8,0,0
2556,3827,1,2022-01-01,54,244891,86026,76,10,0,0.231,0.477,636,3,0,1,0,19,16888,7,0,0
2556,3828,2,2022-06-02,54,259656,51267,78,8,0,0.309,0.5,629,3,0,1,0,19,38187,12,0,0
2557,3829,1,2022-01-01,58,388198,44522,46,3,1,0.36,0.189,742,2,1,0,0,2,355605,14,0,0
2558,3830,1,2022-01-01,63,302396,79633,81,0,0,0.296,0.739,658,3,0,1,0,3,18265,15,0,0
2559,3831,1,2022-01-01,56,347946,92281,75,12,0,0.565,0.652,670,3,1,0,0,0,16759,4,0,1
2560,3832,1,2022-01-01,56,1133919,282894,6,10,0,0.125,0.0,719,2,0,1,1,3,601558,10,0,0
2561,3833,1,2022-01-01,63,234861,28598,42,9,0,0.462,0.288,535,4,0,1,0,6,341673,11,0,0
2561,3834,2,2022-10-01,63,243548,27610,52,10,1,0.469,0.142,574,4,0,1,0,6,390415,19,0,0
2562,3835,1,2022-01-01,32,339547,96458,3,4,0,0.0,0.0,661,3,1,0,0,0,379330,12,0,0
2562,3836,2,2022-09-01,32,339902,79716,6,5,0,0.152,0.0,668,3,1,0,0,0,268948,1,0,0
2563,3837,1,2022-01-01,23,567928,35315,84,3,1,0.512,0.368,624,3,0,1,0,10,40203,3,1,0
2563,3838,2,2022-06-02,23,601820,38291,79,3,0,0.569,0.506,608,3,0,1,0,10,34107,0,0,0
2564,3839,1,2022-01-01,56,165956,139902,8,2,1,0.208,0.109,777,2,0,1,0,11,98780,22,0,0
2565,3840,1,2022-01-01,54,279834,70576,67,7,0,0.277,0.136,642,3,0,1,0,0,30784,9,0,0
2565,3841,2,2022-06-02,54,303717,69012,66,6,0,0.163,0.03,613,3,1,0,0,0,43086,16,0,0
2566,3842,1,2022-01-01,67,171695,132057,11,4,0,0.487,0.533,644,3,1,0,1,6,19360,0,0,0
2567,3843,1,2022-01-01,61,248172,122084,54,2,1,0.237,0.444,664,3,0,1,0,0,133156,9,0,1
2568,3844,1,2022-01-01,29,313680,247638,82,5,1,0.052,0.47,718,2,1,0,0,2,61836,0,0,0
2569,3845,1,2022-01-01,22,174134,70453,46,2,2,0.06,0.669,732,2,1,0,0,11,45880,18,0,0
2569,3846,2,2022-10-01,22,203175,62194,50,4,1,0.037,0.648,756,2,0,1,0,11,40734,20,0,0
2570,3847,1,2022-01-01,60,503458,204412,77,8,0,0.039,0.2,732,2,0,1,0,2,23203,5,0,0
2570,3848,2,2022-06-02,60,557914,308933,83,7,0,0.078,0.304,738,2,0,1,0,2,21842,13,0,0
2570,3849,3,2022-11-01,60,555874,150332,76,7,0,0.348,0.253,697,2,0,1,0,2,27224,1,0,0
2571,3850,1,2022-01-01,66,235659,76726,79,7,1,0.794,0.273,587,3,0,1,0,0,29171,0,0,0
2572,3851,1,2022-01-01,38,309985,190839,23,3,2,0.409,0.862,596,3,1,0,0,7,47322,7,0,0
2573,3852,1,2022-01-01,27,453551,6738,59,6,1,0.22,0.695,641,3,0,1,1,0,163166,1,0,0
2573,3853,2,2022-11-01,27,406370,9723,59,6,1,0.127,0.54,651,3,0,1,1,0,227468,0,0,0
2574,3854,1,2022-01-01,47,530213,34145,76,9,0,0.278,0.104,710,2,1,0,0,7,132263,23,0,0
2574,3855,2,2022-09-01,47,501124,32992,72,9,0,0.182,0.328,722,2,0,1,0,7,261399,18,0,0
2575,3856,1,2022-01-01,36,151064,72395,47,0,0,0.487,0.655,718,2,0,1,0,4,8323,16,0,0
2576,3857,1,2022-01-01,22,201507,85363,78,0,0,0.367,0.26,599,3,0,1,0,9,198884,14,0,0
2576,3858,2,2022-07-02,22,200586,153237,71,0,1,0.263,0.227,609,3,1,0,0,9,195765,7,0,0
2577,3859,1,2022-01-01,36,331407,236129,20,9,0,0.404,0.255,686,2,0,1,0,7,118148,13,0,0
2577,3860,2,2022-05-02,36,335581,238678,21,10,1,0.301,0.502,690,2,0,1,0,7,61540,0,0,0
2578,3861,1,2022-01-01,36,172986,191482,50,4,0,0.201,0.304,746,2,0,1,0,7,306629,10,0,0
2578,3862,2,2022-11-01,36,183310,201942,45,3,0,0.107,0.124,753,2,0,1,0,7,203937,5,0,0
2579,3863,1,2022-01-01,65,194568,218065,36,6,0,0.184,0.586,723,2,0,1,0,3,78593,2,0,0
2580,3864,1,2022-01-01,38,886042,23948,66,4,0,0.403,0.818,725,2,0,1,0,3,47780,7,0,0
2580,3865,2,2022-08-01,38,931564,25738,61,4,1,0.152,0.775,740,2,1,0,0,3,35158,5,0,0
2580,3866,3,2022-11-01,38,932777,19355,61,5,1,0.276,0.852,746,2,1,0,0,3,93275,0,0,1
2581,3867,1,2022-01-01,69,180011,110449,67,3,0,0.344,0.562,766,2,0,1,0,1,19788,21,1,0
2582,3868,1,2022-01-01,28,559508,41593,71,7,0,0.213,0.408,695,2,1,0,0,9,76164,8,0,0
2582,3869,2,2022-09-01,28,573823,46755,67,8,0,0.423,0.421,678,3,1,0,0,9,188219,0,0,1
2583,3870,1,2022-01-01,32,623271,70894,68,6,0,0.286,0.189,723,2,1,0,0,15,394067,0,1,0
2584,3871,1,2022-01-01,24,584156,104814,41,4,0,0.264,0.229,748,2,0,1,0,1,127730,9,0,0
2585,3872,1,2022-01-01,51,496870,112283,14,7,1,0.088,0.295,718,2,1,0,0,11,378774,10,0,0
2586,3873,1,2022-01-01,49,474189,95641,61,12,0,0.686,0.0,721,2,1,0,0,7,64836,7,0,0
2587,3874,1,2022-01-01,22,430112,110696,17,6,0,0.189,0.375,584,3,0,1,0,4,736842,4,0,0
2588,3875,1,2022-01-01,24,369646,70708,49,4,1,0.0,0.862,850,1,0,1,0,9,299144,0,0,0
2589,3876,1,2022-01-01,56,130748,217746,7,8,1,0.0,0.0,514,4,0,1,0,1,6986,4,0,0
2590,3877,1,2022-01-01,63,554646,30352,43,9,0,0.0,0.107,612,3,0,1,0,7,17596,15,0,0
2591,3878,1,2022-01-01,53,436591,124652,24,1,1,0.03,0.0,727,2,1,0,0,0,125032,13,0,0
2591,3879,2,2022-07-02,53,429282,150155,17,3,0,0.421,0.129,744,2,1,0,0,0,147090,5,0,1
2592,3880,1,2022-01-01,39,471444,95509,20,5,1,0.414,0.294,589,3,1,0,0,3,42991,10,0,1
2592,3881,2,2022-05-02,39,421384,84998,22,5,2,0.703,0.151,580,3,0,1,0,3,78069,1,1,0
2593,3882,1,2022-01-01,22,195760,91446,12,5,0,0.734,0.236,729,2,0,1,0,4,234880,23,1,0
2593,3883,2,2022-09-01,22,203305,116017,11,5,1,0.687,0.26,697,2,0,1,0,4,367866,13,1,0
2594,3884,1,2022-01-01,48,231688,249292,37,2,0,0.161,0.39,640,3,1,0,0,2,7752,13,0,0
2595,3885,1,2022-01-01,66,255381,189000,83,2,0,0.595,0.353,701,2,0,1,0,12,31215,5,0,0
2596,3886,1,2022-01-01,38,938187,42773,38,0,2,0.691,0.281,677,3,0,1,0,12,370142,11,0,1
2596,3887,2,2022-06-02,38,878940,50151,47,0,2,0.74,0.188,687,2,1,0,0,12,301959,17,0,0
2596,3888,3,2022-09-01,38,935757,47138,43,0,1,0.578,0.211,647,3,0,1,0,12,254096,11,0,1
2597,3889,1,2022-01-01,40,147524,64321,56,8,0,0.355,0.618,712,2,0,1,0,11,169182,1,0,0
2598,3890,1,2022-01-01,54,370386,1216845,69,5,0,0.409,0.205,730,2,1,0,0,0,72835,15,1,0
2599,3891,1,2022-01-01,46,333223,128422,37,1,1,0.541,0.596,699,2,1,0,0,8,68437,8,1,0
2599,3892,2,2022-06-02,46,303924,147157,49,0,1,0.296,0.645,694,2,0,1,0,8,73350,11,0,0
2599,3893,3,2023-03-02,47,334424,224200,43,0,0,0.233,0.736,709,2,1,0,0,9,51376,18,0,0
2600,3894,1,2022-01-01,22,294626,43987,24,4,0,0.603,0.508,640,3,1,0,0,0,76778,17,1,0
2600,3895,2,2022-07-02,22,293660,56703,28,2,1,0.617,0.558,590,3,0,1,0,0,105553,8,0,0
2600,3896,3,2023-03-02,23,343693,52592,28,2,0,0.586,0.392,612,3,0,1,0,1,77257,14,0,0
2601,3897,1,2022-01-01,36,208453,121289,58,3,2,0.572,0.0,653,3,1,0,1,0,310736,13,0,1
2602,3898,1,2022-01-01,57,316785,19213,56,11,0,0.564,0.593,640,3,0,1,0,10,75973,9,0,0
2602,3899,2,2022-10-01,57,328762,24929,63,11,0,0.633,0.428,666,3,0,1,0,10,70410,8,0,0
2603,3900,1,2022-01-01,22,170145,86023,68,7,1,0.189,0.235,716,2,0,1,0,1,764035,13,0,0
2604,3901,1,2022-01-01,28,484339,137156,26,1,1,0.406,0.332,602,3,1,0,0,8,108881,14,0,0
2604,3902,2,2022-06-02,28,481349,107392,25,1,0,0.557,0.287,606,3,0,1,0,8,91741,11,0,0
2605,3903,1,2022-01-01,42,235120,66449,39,5,1,0.0,0.632,717,2,1,0,0,13,36632,6,0,1
2606,3904,1,2022-01-01,46,317313,160813,85,4,0,0.217,0.467,703,2,0,1,0,3,47755,3,0,0
2607,3905,1,2022-01-01,45,336585,48987,65,10,0,0.637,0.382,694,2,1,0,0,6,9107,13,0,0
2607,3906,2,2022-10-01,45,325547,46774,69,9,1,0.821,0.318,717,2,0,1,0,6,23837,12,0,0
2608,3907,1,2022-01-01,30,339619,136722,70,5,0,0.652,0.481,590,3,1,0,1,5,240965,0,0,1
2609,3908,1,2022-01-01,39,237069,144779,67,3,2,0.426,0.451,820,1,1,0,0,4,36755,0,0,0
2609,3909,2,2022-07-02,39,258613,109405,61,3,2,0.369,0.693,793,2,0,1,0,4,22529,0,0,1
2610,3910,1,2022-01-01,53,242434,17253,23,2,0,0.131,0.226,630,3,0,1,0,6,20772,6,0,0
2611,3911,1,2022-01-01,42,196901,25826,34,2,0,0.31,0.456,665,3,0,1,0,4,259748,15,0,0
2611,3912,2,2022-09-01,42,209907,37033,35,0,0,0.385,0.481,698,2,0,1,0,4,313771,19,0,0
2612,3913,1,2022-01-01,42,304374,207763,7,2,1,0.304,0.533,645,3,0,1,0,9,15001,5,0,0
2612,3914,2,2022-06-02,42,342816,237093,12,0,0,0.246,0.517,623,3,0,1,0,9,16097,4,0,0
2613,3915,1,2022-01-01,48,187842,36609,48,5,0,0.134,0.028,677,3,0,1,1,13,25134,11,0,0
2614,3916,1,2022-01-01,43,682798,249700,33,11,0,0.26,0.302,806,1,1,0,0,1,25126,12,0,0
2614,3917,2,2022-06-02,43,820541,320270,33,11,0,0.413,0.528,799,1,1,0,0,1,53635,5,0,0
2615,3918,1,2022-01-01,28,283548,308248,73,9,0,0.199,0.477,707,2,0,1,0,15,20795,5,0,0
2616,3919,1,2022-01-01,62,584202,299959,32,7,0,0.871,0.198,613,3,1,0,0,8,87682,19,0,1
2617,3920,1,2022-01-01,37,718241,467514,12,0,1,0.293,0.765,710,2,1,0,1,15,39406,9,0,0
2618,3921,1,2022-01-01,59,282888,308119,34,0,0,0.559,0.304,685,2,1,0,0,4,34938,1,0,0
2618,3922,2,2022-05-02,59,281526,214617,34,1,0,0.51,0.197,723,2,1,0,0,4,27061,0,0,0
2619,3923,1,2022-01-01,25,293001,285467,18,5,0,0.801,0.096,646,3,1,0,0,2,95181,3,0,0
2619,3924,2,2022-08-01,25,287509,317852,12,7,0,0.712,0.065,614,3,0,1,0,2,148173,0,0,0
2620,3925,1,2022-01-01,62,327952,239151,40,5,0,0.298,0.347,662,3,1,0,0,11,14349,17,0,0
2620,3926,2,2022-09-01,62,385640,498523,44,5,0,0.298,0.345,640,3,0,1,0,11,17163,17,1,0
2620,3927,3,2022-09-01,62,388588,268208,49,7,1,0.282,0.198,656,3,1,0,0,11,15037,16,0,0
2621,3928,1,2022-01-01,25,346439,58257,31,8,0,0.214,0.379,721,2,0,1,0,7,29918,12,0,0
2621,3929,2,2022-09-01,25,372493,44862,31,8,0,0.276,0.364,719,2,0,1,0,7,98292,2,0,0
2622,3930,1,2022-01-01,30,440110,38061,16,9,1,0.122,0.486,695,2,1,0,0,2,101629,3,0,0
2622,3931,2,2022-11-01,30,421278,47942,17,10,0,0.256,0.487,678,3,1,0,0,2,32293,3,0,0
2622,3932,3,2022-11-01,30,477879,49056,21,11,1,0.284,0.278,681,3,1,0,0,2,96704,8,0,1
2623,3933,1,2022-01-01,33,133313,37987,34,1,1,0.563,0.272,660,3,0,1,0,10,205195,11,0,0
2624,3934,1,2022-01-01,51,197798,275285,20,3,0,0.018,0.512,730,2,0,1,0,0,630039,1,0,0
2624,3935,2,2022-10-01,51,197577,328978,19,4,0,0.14,0.353,761,2,0,1,0,0,831826,0,0,0
2624,3936,3,2022-12-31,52,194245,302223,17,2,0,0.078,0.26,754,2,0,1,0,1,638950,10,0,0
2625,3937,1,2022-01-01,35,365019,51870,24,9,1,0.32,0.599,602,3,1,0,0,5,286667,7,0,0
2626,3938,1,2022-01-01,30,233989,39523,54,8,0,0.158,0.283,705,2,1,0,0,4,11770,2,0,0
2627,3939,1,2022-01-01,68,226338,182943,22,5,0,0.0,0.446,637,3,0,1,0,10,41886,3,0,0
2628,3940,1,2022-01-01,25,1077629,38363,38,0,0,0.335,0.54,668,3,1,0,0,8,43787,0,0,0
2629,3941,1,2022-01-01,48,356698,127735,12,1,1,0.228,0.125,673,3,1,0,0,5,145172,13,0,0
2630,3942,1,2022-01-01,51,139060,227348,78,12,0,0.36,0.195,679,3,0,1,0,9,27980,3,0,0
2631,3943,1,2022-01-01,59,144776,70033,14,1,0,0.134,0.38,808,1,1,0,0,6,148519,0,0,0
2632,3944,1,2022-01-01,43,132905,187112,40,9,1,0.126,0.448,654,3,0,1,0,3,90537,4,0,0
2633,3945,1,2022-01-01,24,726367,680863,69,4,1,0.173,0.013,670,3,1,0,0,7,81050,4,0,0
2633,3946,2,2022-05-02,24,723817,464555,70,3,0,0.249,0.042,700,2,0,1,0,7,69982,8,0,0
2634,3947,1,2022-01-01,54,329364,101300,43,4,0,0.405,0.385,615,3,0,1,0,2,50930,17,0,0
2634,3948,2,2022-11-01,54,338466,119667,52,3,0,0.311,0.377,610,3,0,1,0,2,52584,3,0,0
2635,3949,1,2022-01-01,61,360266,118291,84,2,0,0.238,0.391,604,3,1,0,0,0,85498,16,0,0
2636,3950,1,2022-01-01,68,244582,45497,2,1,0,0.411,0.377,614,3,1,0,0,3,22284,0,0,0
2637,3951,1,2022-01-01,31,234316,205474,67,8,1,0.231,0.503,659,3,1,0,0,13,34615,2,0,0
2638,3952,1,2022-01-01,57,372622,61252,14,3,0,0.35,0.45,628,3,1,0,0,5,56993,0,0,0
2639,3953,1,2022-01-01,24,203617,204945,40,1,1,0.229,0.23,609,3,1,0,0,7,81479,10,1,0
2639,3954,2,2022-06-02,24,203443,156939,29,0,1,0.244,0.553,567,4,0,1,0,7,31664,19,0,0
2640,3955,1,2022-01-01,59,856583,148213,17,12,0,0.389,0.145,798,1,1,0,0,9,7500,11,0,0
2641,3956,1,2022-01-01,66,604325,165132,19,8,0,0.396,0.296,548,4,1,0,0,0,78043,10,1,0
2641,3957,2,2022-07-02,66,619589,177268,12,8,1,0.587,0.19,534,4,0,1,0,0,90285,3,1,0
2642,3958,1,2022-01-01,50,225057,117849,24,6,1,0.152,0.449,638,3,1,0,0,6,129482,12,0,0
2642,3959,2,2022-07-02,50,221216,114602,22,6,0,0.126,0.589,670,3,0,1,0,6,191280,12,0,0
2643,3960,1,2022-01-01,42,525393,481048,76,11,0,0.0,0.261,736,2,1,0,0,2,24999,9,0,0
2644,3961,1,2022-01-01,40,325243,46789,60,10,0,0.255,0.053,684,3,0,1,0,8,72178,13,1,0
2644,3962,2,2022-05-02,40,289483,29898,54,10,0,0.328,0.122,736,2,0,1,0,8,63132,15,0,0
2645,3963,1,2022-01-01,41,324186,144387,41,4,0,0.0,0.0,682,3,1,0,0,4,11898,0,0,0
2646,3964,1,2022-01-01,60,285013,44277,14,8,0,0.581,0.447,740,2,0,1,0,7,80619,16,0,0
2646,3965,2,2022-07-02,60,278344,42218,18,8,1,0.436,0.133,751,2,1,0,0,7,83946,16,0,0
2647,3966,1,2022-01-01,33,220670,160401,19,1,0,0.016,0.0,701,2,0,1,0,9,83244,18,0,0
2647,3967,2,2022-11-01,33,227631,83835,18,3,0,0.38,0.0,751,2,1,0,0,9,113936,19,0,0
2648,3968,1,2022-01-01,37,251457,82881,51,5,0,0.589,0.546,657,3,0,1,0,6,29663,6,0,0
2648,3969,2,2022-07-02,37,251424,67595,48,4,1,0.683,0.724,679,3,1,0,0,6,67210,7,0,0
2649,3970,1,2022-01-01,64,170849,19923,22,11,0,0.436,0.338,679,3,1,0,0,7,172230,13,0,0
2649,3971,2,2022-08-01,64,179439,19541,19,10,0,0.391,0.268,683,3,1,0,0,7,122286,7,0,0
2650,3972,1,2022-01-01,62,245528,128084,27,0,1,0.581,0.168,617,3,0,1,0,4,83944,6,1,0
2650,3973,2,2022-08-01,62,236298,107202,25,0,0,0.412,0.004,609,3,0,1,0,4,67899,13,0,0
2651,3974,1,2022-01-01,48,503688,422682,58,0,0,0.216,0.825,609,3,1,0,0,7,142423,15,1,0
2651,3975,2,2022-10-01,48,526328,381592,53,0,0,0.034,0.406,613,3,1,0,0,7,158507,13,0,0
2651,3976,3,2023-09-01,49,523191,271642,54,1,0,0.08,0.541,633,3,0,1,0,8,197538,0,0,0
2652,3977,1,2022-01-01,62,161754,554132,61,11,1,0.272,0.374,691,2,1,0,0,0,31716,4,0,0
2653,3978,1,2022-01-01,52,200958,65106,12,2,1,0.475,0.454,724,2,1,0,0,2,21602,0,0,1
2653,3979,2,2022-10-01,52,204618,64268,22,1,0,0.526,0.358,715,2,1,0,0,2,78819,0,0,0
2654,3980,1,2022-01-01,59,466276,59684,45,7,0,0.311,0.588,653,3,0,1,0,0,709993,13,0,0
2654,3981,2,2022-05-02,59,540587,79269,52,5,0,0.095,0.495,651,3,0,1,0,0,364065,13,1,0
2655,3982,1,2022-01-01,58,705053,84209,29,8,0,0.35,0.248,624,3,0,1,0,13,66240,19,0,0
2656,3983,1,2022-01-01,45,459431,81021,79,6,0,0.47,0.573,616,3,0,1,0,9,21529,0,0,0
2656,3984,2,2022-10-01,45,453745,102043,71,6,0,0.509,0.477,599,3,0,1,0,9,20278,17,0,0
2656,3985,3,2023-05-02,46,479157,56093,80,7,0,0.43,0.55,611,3,1,0,0,10,21312,5,0,1
2657,3986,1,2022-01-01,36,386003,57383,59,5,0,0.231,0.433,677,3,0,1,0,6,513234,6,0,0
2658,3987,1,2022-01-01,48,265935,228059,20,10,0,0.27,0.312,770,2,0,1,0,3,84727,2,0,0
2659,3988,1,2022-01-01,34,348270,187382,70,12,0,0.096,0.074,760,2,0,1,0,0,104120,2,0,0
2660,3989,1,2022-01-01,64,500147,11011,84,8,2,0.453,0.716,678,3,0,1,0,3,26565,5,0,0
2661,3990,1,2022-01-01,66,541078,97352,27,1,0,0.0,0.058,629,3,1,0,0,9,195477,14,0,0
2661,3991,2,2022-11-01,66,586179,100527,27,0,0,0.04,0.202,595,3,1,0,0,9,285867,23,0,1
2662,3992,1,2022-01-01,45,158238,355820,66,3,1,0.489,0.28,663,3,1,0,0,2,42016,4,0,0
2663,3993,1,2022-01-01,55,297257,463299,40,0,0,0.29,0.28,705,2,1,0,0,0,194049,3,0,0
2664,3994,1,2022-01-01,24,842293,49141,51,11,0,0.26,0.584,759,2,1,0,0,4,212600,8,0,0
